Date,Price,Open,High,Low,Vol.,Change %
2017-09-14,75.53,72.87,75.59,72.53,36.01M,3.11%
2017-09-13,73.25,72.76,73.61,71.92,20.93M,0.96%
2017-09-12,72.55,72.9,73.75,72.08,29.86M,-0.26%
2017-09-11,72.74,70.27,72.74,70,38.34M,5.91%
2017-09-08,68.68,69.8,69.96,68.46,16.32M,-2.05%
2017-09-07,70.12,69.2,70.5,68.69,21.20M,1.76%
2017-09-06,68.91,69.9,70.2,68.31,20.46M,-1.44%
2017-09-05,69.92,70.76,71.1,69.18,19.24M,-1.63%
2017-09-01,71.08,71.22,71.52,70.74,15.25M,-0.14%
2017-08-31,71.18,70.71,71.69,70.56,20.36M,0.76%
2017-08-30,70.64,69.93,70.69,69.4,17.06M,1.68%
2017-08-29,69.47,67.9,69.81,67.75,20.37M,0.49%
2017-08-28,69.13,69.46,69.47,67.94,18.82M,-0.69%
2017-08-25,69.61,70.85,71.14,69.46,17.42M,-1.39%
2017-08-24,70.59,70.5,71.33,69.95,22.92M,0.06%
2017-08-23,70.55,67.8,70.7,67.66,24.77M,3.34%
2017-08-22,68.27,68.23,68.45,67.47,21.61M,1.04%
2017-08-21,67.57,69.16,69.16,66.37,32.48M,-2.76%
2017-08-18,69.49,70.58,70.8,69.16,27.04M,-1.26%
2017-08-17,70.38,72.24,72.66,70.32,25.14M,-3.03%
2017-08-16,72.58,72.6,73.3,72.5,17.07M,0.15%
2017-08-15,72.47,73.04,73.1,71.87,15.43M,-0.40%
2017-08-14,72.76,72.93,73.53,72.52,22.60M,1.66%
2017-08-11,71.57,71.39,72.25,70.72,21.83M,0.69%
2017-08-10,71.08,72.32,73.33,70.93,35.46M,-2.24%
2017-08-09,72.71,72.2,74,71.79,34.46M,-0.45%
2017-08-08,73.04,71.51,73.72,71.48,37.25M,2.83%
2017-08-07,71.03,71.47,71.9,70.55,31.62M,-0.49%
2017-08-04,71.38,69.4,71.45,68.66,46.34M,2.82%
2017-08-03,69.42,69.07,70,68.63,67.68M,6.51%
2017-08-02,65.18,63.79,65.42,62.24,65.46M,1.99%
2017-08-01,63.91,64.6,64.89,63.23,41.52M,-1.21%
2017-07-31,64.69,67.1,68.3,64.21,42.68M,-3.46%
2017-07-28,67.01,67.38,67.92,66.5,24.40M,0.18%
2017-07-27,66.89,69.2,69.5,65.26,41.51M,-2.73%
2017-07-26,68.77,68.07,69.1,67.62,24.10M,1.25%
2017-07-25,67.92,69,69.12,66.83,34.95M,-0.85%
2017-07-24,68.5,66.05,68.68,66,43.19M,4.29%
2017-07-21,65.68,65.89,66.25,65.16,24.51M,-0.45%
2017-07-20,65.98,65.38,66.04,64.84,25.83M,1.43%
2017-07-19,65.05,65.65,66.33,64.64,31.79M,-0.91%
2017-07-18,65.65,63.5,65.83,63.13,31.87M,2.72%
2017-07-17,63.91,65.11,65.42,62.69,49.38M,-2.52%
2017-07-14,65.56,64.64,65.68,64.24,28.13M,1.36%
2017-07-13,64.68,66.02,66.32,63.99,42.97M,-1.85%
2017-07-12,65.9,66.08,66.62,64.9,51.73M,0.70%
2017-07-11,65.44,63.2,65.46,62.86,57.80M,3.53%
2017-07-10,63.21,62.58,63.59,60.63,69.10M,0.91%
2017-07-07,62.64,62.7,63.4,61.48,70.88M,1.41%
2017-07-06,61.77,63.45,64.16,61.26,96.62M,-5.58%
2017-07-05,65.42,69.44,69.45,65.27,85.23M,-7.23%
2017-07-03,70.52,74.05,74.27,70.3,31.53M,-2.49%
2017-06-30,72.32,72.74,73.35,71.92,29.24M,0.24%
2017-06-29,72.15,74.12,74.2,70.82,41.11M,-2.83%
2017-06-28,74.25,73.34,74.35,72.5,31.51M,2.46%
2017-06-27,72.47,75.28,75.28,72.4,34.98M,-4.01%
2017-06-26,75.5,77.34,77.39,74.62,33.02M,-1.55%
2017-06-23,76.69,76.49,77.4,75.87,32.23M,0.22%
2017-06-22,76.52,75.6,77,74.71,37.65M,1.65%
2017-06-21,75.28,74.87,75.4,73.6,24.62M,1.11%
2017-06-20,74.45,75.33,75.78,73.95,37.19M,0.66%
2017-06-19,73.96,75,75.34,73.56,32.75M,-0.43%
2017-06-16,74.28,75.59,75.6,74.02,33.65M,-1.05%
2017-06-15,75.07,74.5,75.09,73.3,52.13M,-1.39%
2017-06-14,76.13,76.22,76.85,75.26,64.09M,1.25%
2017-06-13,75.19,73.52,75.2,73.32,59.04M,4.72%
2017-06-12,71.8,71.6,72.9,70.12,52.59M,0.48%
2017-06-09,71.46,74.88,75.37,70.96,86.31M,-3.43%
2017-06-08,74,72.75,74.38,72.04,45.31M,2.88%
2017-06-07,71.93,71.27,72.1,71.03,46.99M,1.93%
2017-06-06,70.57,68.94,71.9,67.99,55.43M,1.60%
2017-06-05,69.46,67.7,69.69,66.84,33.92M,2.19%
2017-06-02,67.97,67.95,68.58,67.19,27.95M,-0.15%
2017-06-01,68.07,68.8,68.98,67.46,38.04M,-0.19%
2017-05-31,68.2,67.54,68.58,67.03,49.82M,1.76%
2017-05-30,67.02,65.2,67.26,65.15,38.91M,3.06%
2017-05-26,65.03,63.46,65.1,63.26,39.01M,2.62%
2017-05-25,63.37,62.2,63.39,61.56,25.07M,2.14%
2017-05-24,62.04,61.3,62.2,61.08,25.21M,2.09%
2017-05-23,60.77,62.09,62.15,60.7,21.59M,-2.09%
2017-05-22,62.07,62.56,62.87,61.36,21.65M,-0.16%
2017-05-19,62.17,63.1,63.3,62.04,23.44M,-0.70%
2017-05-18,62.61,61.4,62.79,61.06,28.27M,2.27%
2017-05-17,61.22,62.88,62.93,61.1,33.56M,-3.44%
2017-05-16,63.4,63.52,64.01,63.03,20.76M,0.35%
2017-05-15,63.18,63.68,64.04,62.51,38.11M,-2.74%
2017-05-12,64.96,65.1,65.4,64.31,20.61M,0.53%
2017-05-11,64.62,64.68,65.2,63.92,23.77M,-0.65%
2017-05-10,65.04,64.31,65.1,63.62,28.71M,1.23%
2017-05-09,64.25,61.88,64.4,61.82,48.38M,4.57%
2017-05-08,61.44,62.18,62.76,61.16,35.03M,-0.37%
2017-05-05,61.67,59.6,61.71,59.36,40.89M,4.37%
2017-05-04,59.09,61.49,61.55,58.15,70.76M,-5.00%
2017-05-03,62.2,63.53,64.31,62.09,35.67M,-2.48%
2017-05-02,63.78,64.8,65.53,63.31,26.91M,-1.22%
2017-05-01,64.57,62.98,65.45,62.96,44.15M,2.80%
2017-04-28,62.81,61.97,62.96,61.6,22.53M,1.75%
2017-04-27,61.73,62.34,62.62,61.5,17.34M,-0.48%
2017-04-26,62.03,62.47,62.9,61.8,23.48M,-1.16%
2017-04-25,62.76,61.6,62.8,61.17,33.69M,1.87%
2017-04-24,61.61,61.84,62.11,61.2,25.42M,0.80%
2017-04-21,61.12,60.4,61.28,60.08,22.55M,1.02%
2017-04-20,60.5,61.3,61.83,60.05,30.75M,-0.98%
2017-04-19,61.1,60.49,61.32,60.42,19.49M,1.75%
2017-04-18,60.05,59.94,60.17,59.58,15.18M,-0.40%
2017-04-17,60.29,60.54,60.8,59.74,20.69M,-0.84%
2017-04-13,60.8,59.34,61.48,59.06,46.42M,2.41%
2017-04-12,59.37,61.27,61.69,59.26,30.25M,-3.84%
2017-04-11,61.74,62.68,62.69,61.1,28.62M,-1.18%
2017-04-10,62.48,61.83,62.75,61.74,38.32M,3.26%
2017-04-07,60.51,59.5,60.54,59.43,22.90M,1.29%
2017-04-06,59.74,59.38,60.39,58.82,27.60M,1.25%
2017-04-05,59,60.41,60.98,58.84,39.40M,-2.86%
2017-04-04,60.74,59.38,60.96,58.91,50.67M,1.74%
2017-04-03,59.7,57.38,59.8,56.92,69.44M,7.26%
2017-03-31,55.66,55.75,55.94,55.26,16.47M,0.14%
2017-03-30,55.58,55.61,56.4,55.44,20.74M,0.18%
2017-03-29,55.48,55.67,55.92,55.11,18.38M,-0.02%
2017-03-28,55.49,55.4,56.14,55,39.94M,2.68%
2017-03-27,54.04,52.12,54.11,51.95,31.15M,2.68%
2017-03-24,52.63,51.14,52.78,51,28.24M,3.28%
2017-03-23,50.96,51.08,51.53,50.66,16.60M,-0.08%
2017-03-22,51,50.31,51.01,50.1,20.30M,1.72%
2017-03-21,50.14,52.57,52.96,50.05,34.54M,-4.28%
2017-03-20,52.38,52.12,52.91,51.76,18.07M,0.15%
2017-03-17,52.3,52.8,53.07,52.24,32.49M,-0.21%
2017-03-16,52.41,52.48,53.15,51.81,35.66M,2.46%
2017-03-15,51.15,51.4,52.2,50.85,26.65M,-0.87%
2017-03-14,51.6,49.22,51.62,49.2,37.99M,4.81%
2017-03-13,49.23,48.96,49.37,48.56,15.11M,1.01%
2017-03-10,48.74,49.24,49.3,48.6,15.33M,-0.49%
2017-03-09,48.98,49.53,49.73,48.6,19.40M,-0.79%
2017-03-08,49.37,49.4,50.01,49.06,18.64M,-0.70%
2017-03-07,49.72,50.38,50.78,49.66,17.30M,-1.04%
2017-03-06,50.24,49.58,50.34,49.5,16.78M,-0.14%
2017-03-03,50.31,50.15,50.38,49.8,14.65M,0.42%
2017-03-02,50.1,49.94,50.66,49.65,16.76M,0.20%
2017-03-01,50,50.84,50.97,49.82,24.05M,0.00%
2017-02-28,50,48.84,50.2,48.78,30.39M,1.52%
2017-02-27,49.25,49.63,49.67,48.4,57.30M,-4.18%
2017-02-24,51.4,50.53,51.65,50.04,40.86M,0.39%
2017-02-23,51.2,52.8,52.93,51.11,74.58M,-6.40%
2017-02-22,54.7,56.06,56.69,54.52,43.77M,-1.41%
2017-02-21,55.48,55.09,56.28,54.8,28.38M,1.89%
2017-02-17,54.45,53.16,54.58,52.83,31.29M,1.23%
2017-02-16,53.79,55.52,56,53.7,35.39M,-3.86%
2017-02-15,55.95,56,56.45,55.29,24.74M,-0.44%
2017-02-14,56.2,55.81,57.48,55.72,36.73M,0.14%
2017-02-13,56.12,54.15,56.16,54.1,35.15M,4.22%
2017-02-10,53.85,53.96,54.19,53.22,18.10M,0.02%
2017-02-09,53.84,53.25,54.24,53.23,39.10M,2.71%
2017-02-08,52.42,51.47,52.67,51.24,19.67M,1.79%
2017-02-07,51.5,51.64,52,51.28,21.22M,-0.10%
2017-02-06,51.55,50.2,51.56,50.13,17.81M,2.55%
2017-02-03,50.27,50.38,50.44,49.94,10.93M,-0.08%
2017-02-02,50.31,49.67,50.48,49.54,12.50M,0.92%
2017-02-01,49.85,50.61,50.64,49.81,19.79M,-1.07%
2017-01-31,50.39,49.85,51.18,49.54,20.58M,0.52%
2017-01-30,50.13,50.51,51.06,49.42,19.01M,-0.91%
2017-01-27,50.59,50.28,50.6,49.7,15.83M,0.18%
2017-01-26,50.5,50.86,51.15,50.15,15.76M,-0.77%
2017-01-25,50.89,51.46,51.69,50.36,25.73M,-0.06%
2017-01-24,50.92,50,50.96,49.93,24.83M,2.29%
2017-01-23,49.78,49.17,50.18,49.1,31.31M,1.70%
2017-01-20,48.95,49.09,49.2,48.6,21.02M,0.41%
2017-01-19,48.75,49.45,49.74,48.15,38.66M,2.27%
2017-01-18,47.67,47.33,47.94,47.12,18.84M,1.17%
2017-01-17,47.12,47.34,47.99,46.87,23.09M,-0.90%
2017-01-13,47.55,46,47.57,45.92,30.46M,3.55%
2017-01-12,45.92,45.81,46.14,45.12,18.95M,-0.07%
2017-01-11,45.95,45.81,46,45.34,18.25M,-0.04%
2017-01-10,45.97,46.4,46.4,45.38,18.30M,-0.63%
2017-01-09,46.26,45.79,46.38,45.6,19.90M,1.00%
2017-01-06,45.8,45.39,46.06,45.09,27.64M,0.99%
2017-01-05,45.35,45.28,45.5,44.39,29.56M,-0.11%
2017-01-04,45.4,42.95,45.6,42.86,56.07M,4.61%
2017-01-03,43.4,42.97,44.07,42.19,29.62M,1.54%
2016-12-30,42.74,43.26,43.5,42.34,23.21M,-0.47%
2016-12-29,42.94,43.71,43.84,42.82,20.22M,-2.30%
2016-12-28,43.95,44.31,44.76,43.44,18.91M,0.09%
2016-12-27,43.91,42.98,44.45,42.88,29.58M,2.91%
2016-12-23,42.67,41.6,42.69,41.54,23.35M,2.35%
2016-12-22,41.69,41.64,42,41.3,15.56M,0.36%
2016-12-21,41.54,41.69,42.45,41.48,26.04M,-0.53%
2016-12-20,41.76,40.61,41.8,40.5,23.45M,2.98%
2016-12-19,40.55,40.5,40.89,39.97,17.44M,0.12%
2016-12-16,40.5,39.62,40.52,39.52,18.98M,2.48%
2016-12-15,39.52,39.68,40.15,39.48,16.10M,-0.55%
2016-12-14,39.74,39.75,40.6,39.35,20.75M,0.28%
2016-12-13,39.63,38.64,40.26,38.6,34.12M,2.96%
2016-12-12,38.49,38.56,38.88,38.21,12.19M,0.13%
2016-12-09,38.44,38.17,38.77,38.16,13.61M,-0.05%
2016-12-08,38.46,38.41,38.5,37.91,15.97M,-0.44%
2016-12-07,38.63,37.23,38.68,37,27.31M,3.93%
2016-12-06,37.17,37.1,37.32,36.54,16.96M,-0.51%
2016-12-05,37.36,36.5,37.78,36.5,20.36M,2.95%
2016-12-02,36.29,36.58,36.98,36,20.21M,-0.25%
2016-12-01,36.38,37.65,37.71,36.2,25.63M,-3.96%
2016-11-30,37.88,38.2,38.38,37.5,17.74M,-0.08%
2016-11-29,37.91,39.11,39.35,37.9,22.20M,-3.34%
2016-11-28,39.22,39.1,39.87,38.91,22.65M,-0.28%
2016-11-25,39.33,38.73,39.45,38.73,11.83M,1.81%
2016-11-23,38.63,38.12,39.13,37.8,24.46M,1.05%
2016-11-22,38.23,37.17,38.29,36.74,28.02M,3.60%
2016-11-21,36.9,37.01,37.78,36.88,21.81M,-0.27%
2016-11-18,37,38.13,38.6,37,26.05M,-1.93%
2016-11-17,37.73,36.7,37.9,36.42,24.44M,2.56%
2016-11-16,36.79,36.53,36.95,36.24,17.17M,0.11%
2016-11-15,36.75,36.56,37.29,36.41,19.51M,1.27%
2016-11-14,36.29,37.6,37.65,35.64,32.76M,-3.77%
2016-11-11,37.71,36.85,37.78,36.6,19.94M,1.73%
2016-11-10,37.07,38.21,38.32,36.08,33.75M,-2.47%
2016-11-09,38.01,37.38,38.4,36.79,40.87M,-2.51%
2016-11-08,38.99,38.76,39.5,38.25,16.34M,0.91%
2016-11-07,38.64,38.72,38.86,38.01,19.35M,1.39%
2016-11-04,38.11,37.8,38.69,37.19,25.73M,1.68%
2016-11-03,37.48,37.8,38.29,37.41,13.27M,-0.32%
2016-11-02,37.6,38.01,38.54,37.5,21.27M,-1.47%
2016-11-01,38.16,39.61,39.7,37.62,35.30M,-3.51%
2016-10-31,39.55,40.5,40.5,39.16,23.46M,-1.10%
2016-10-28,39.99,40.8,41.06,39.97,21.40M,-1.99%
2016-10-27,40.8,42.27,42.74,40.33,65.47M,0.87%
2016-10-26,40.45,40.2,40.64,40.02,28.16M,-0.05%
2016-10-25,40.47,40.58,40.94,40.24,12.23M,-0.20%
2016-10-24,40.55,40.2,40.79,40.05,13.76M,1.32%
2016-10-21,40.02,39.72,40.31,39.48,14.72M,0.50%
2016-10-20,39.82,40.42,40.6,39.41,25.36M,-2.19%
2016-10-19,40.71,39.95,41.33,39.61,34.96M,2.24%
2016-10-18,39.82,39.2,39.89,38.65,28.40M,2.66%
2016-10-17,38.79,39.41,39.68,38.4,22.77M,-1.30%
2016-10-14,39.3,40.13,40.29,39.26,21.35M,-1.87%
2016-10-13,40.05,40.1,40.18,39.41,12.48M,-0.62%
2016-10-12,40.3,40.19,40.78,40.08,9.85M,0.70%
2016-10-11,40.02,40.37,40.44,39.66,11.64M,-0.42%
2016-10-10,40.19,40.27,40.83,39.93,16.58M,2.21%
2016-10-07,39.32,40.2,40.26,39.16,17.47M,-2.19%
2016-10-06,40.2,40.49,40.84,40.04,23.52M,-3.57%
2016-10-05,41.69,42.45,42.63,41.62,9.39M,-1.40%
2016-10-04,42.28,42.62,42.66,41.76,17.71M,-1.08%
2016-10-03,42.74,42.46,43.13,41.65,30.00M,4.73%
2016-09-30,40.81,40.44,41,39.91,12.93M,1.67%
2016-09-29,40.14,41.12,41.47,40.12,13.64M,-2.69%
2016-09-28,41.25,41.5,41.65,41.05,10.44M,0.22%
2016-09-27,41.16,41.93,42,40.92,16.87M,-1.53%
2016-09-26,41.8,41.3,42.2,41.3,11.97M,0.75%
2016-09-23,41.49,41.2,42.04,41.13,14.53M,0.48%
2016-09-22,41.29,41.28,41.46,40.6,11.91M,0.61%
2016-09-21,41.04,41.27,41.4,40.31,13.17M,0.27%
2016-09-20,40.93,41.37,41.55,40.78,12.05M,-0.82%
2016-09-19,41.27,41.4,41.89,41,11.50M,0.46%
2016-09-16,41.08,40.08,41.14,39.8,15.54M,2.50%
2016-09-15,40.08,39.3,40.5,39.28,15.43M,2.04%
2016-09-14,39.28,39.15,39.58,38.97,11.30M,0.18%
2016-09-13,39.21,39.41,39.7,38.69,17.95M,-1.13%
2016-09-12,39.66,39,40.27,38.82,18.58M,1.98%
2016-09-09,38.89,39.82,39.98,38.74,18.78M,-1.47%
2016-09-08,39.47,39.91,39.98,39.27,16.89M,-2.16%
2016-09-07,40.34,41.1,41.3,40.14,18.20M,-0.57%
2016-09-06,40.57,39.8,40.65,39.8,21.95M,2.55%
2016-09-02,39.56,40.47,40.64,39.24,29.89M,-1.47%
2016-09-01,40.15,41.8,42.22,40.1,39.72M,-5.31%
2016-08-31,42.4,42.09,42.52,41.73,16.38M,0.31%
2016-08-30,42.27,43.22,43.22,42.1,15.84M,-1.79%
2016-08-29,43.04,44.03,44.08,43,16.33M,-2.18%
2016-08-26,44,44.43,44.57,43.76,11.19M,-0.43%
2016-08-25,44.19,44.62,44.76,44.15,8.81M,-0.74%
2016-08-24,44.52,45.41,45.43,44.44,12.85M,-1.00%
2016-08-23,44.97,44.86,45.7,44.56,23.92M,0.85%
2016-08-22,44.59,44.83,45.02,44.54,10.33M,-0.91%
2016-08-19,45,44.71,45.03,44.51,8.30M,0.67%
2016-08-18,44.7,44.76,45.13,44.46,8.57M,0.11%
2016-08-17,44.65,44.87,44.97,44.56,8.94M,-0.16%
2016-08-16,44.72,45.1,45.44,44.68,11.34M,-0.89%
2016-08-15,45.12,45.2,45.9,44.99,10.17M,0.00%
2016-08-12,45.12,45.08,45.33,44.81,9.07M,0.31%
2016-08-11,44.98,45.23,45.51,44.68,9.40M,-0.33%
2016-08-10,45.13,45.65,45.97,44.92,11.69M,-1.51%
2016-08-09,45.82,45.36,46.31,45.33,11.04M,1.30%
2016-08-08,45.23,45.6,45.92,45.22,11.32M,-1.70%
2016-08-05,46.01,46,46.4,45.48,16.03M,-0.24%
2016-08-04,46.12,45.14,46.17,44.41,20.73M,2.13%
2016-08-03,45.16,45.47,45.94,44.84,19.44M,-0.62%
2016-08-02,45.44,45.87,45.97,44.28,19.67M,-1.22%
2016-08-01,46,47.1,47.33,45.88,20.08M,-2.04%
2016-07-29,46.96,46.14,47.06,46.05,15.35M,1.82%
2016-07-28,46.12,45.59,46.15,45.32,12.10M,0.92%
2016-07-27,45.7,45.87,46.67,45.38,14.45M,-0.44%
2016-07-26,45.9,45.54,46,45.06,17.15M,-0.22%
2016-07-25,46,44.45,46.28,44.27,22.45M,3.49%
2016-07-22,44.45,44.4,44.9,43.78,12.90M,0.79%
2016-07-21,44.1,45.2,45.57,43.82,22.14M,-3.44%
2016-07-20,45.67,45.29,45.96,45,12.84M,1.38%
2016-07-19,45.05,45,45.82,44.95,15.58M,-0.44%
2016-07-18,45.25,43.93,45.42,43.66,17.06M,2.65%
2016-07-15,44.08,44.5,44.55,43.93,11.17M,-0.52%
2016-07-14,44.31,44.62,44.99,44.21,13.38M,-0.45%
2016-07-13,44.51,45.1,45.12,44.06,17.84M,-0.93%
2016-07-12,44.93,44.82,45.5,44.64,22.88M,-0.07%
2016-07-11,44.96,43.99,45.36,43.9,27.15M,3.69%
2016-07-08,43.36,43.56,43.96,42.9,20.37M,0.39%
2016-07-07,43.19,42.62,43.62,42.6,18.06M,0.70%
2016-07-06,42.89,42,43.05,41.8,24.60M,0.21%
2016-07-05,42.8,41.95,42.91,41.6,25.88M,-1.15%
2016-07-01,43.3,41.23,43.65,41.2,27.00M,1.98%
2016-06-30,42.46,42.59,42.7,41.8,24.22M,1.00%
2016-06-29,42.04,41.03,42.36,40.6,29.97M,4.16%
2016-06-28,40.36,40.38,40.81,39.88,31.06M,1.64%
2016-06-27,39.71,38.17,39.76,37.57,36.10M,2.80%
2016-06-24,38.63,38.01,39.02,37.95,35.13M,-1.65%
2016-06-23,39.28,39.14,39.51,38.43,50.65M,-0.13%
2016-06-22,39.33,39.89,41.19,39.15,118.71M,-10.45%
2016-06-21,43.92,44.14,44.51,43.76,22.65M,-0.05%
2016-06-20,43.94,43.9,44.75,43.65,17.78M,1.97%
2016-06-17,43.09,43.56,44,42.9,15.56M,-1.15%
2016-06-16,43.59,43.48,43.61,42.7,12.20M,0.11%
2016-06-15,43.54,43.39,44.38,43.03,14.54M,1.28%
2016-06-14,42.99,43.78,44.44,42.51,17.90M,-1.33%
2016-06-13,43.57,43.9,45.15,43.53,20.97M,-0.43%
2016-06-10,43.76,45.48,45.59,43.68,30.13M,-4.60%
2016-06-09,45.87,47,47.07,45.41,22.46M,-2.61%
2016-06-08,47.1,46.76,48.17,46.52,29.86M,1.36%
2016-06-07,46.47,44.45,46.89,44.3,31.07M,5.28%
2016-06-06,44.14,43.6,44.18,43.09,11.25M,0.78%
2016-06-03,43.8,44,44.39,43.6,11.14M,0.02%
2016-06-02,43.79,43.92,43.98,43.42,10.16M,-0.27%
2016-06-01,43.91,44.3,44.48,43.38,14.91M,-1.66%
2016-05-31,44.65,44.61,44.95,44.3,13.95M,0.09%
2016-05-27,44.61,45,45.19,44.15,18.25M,-0.91%
2016-05-26,45.02,44.1,45.05,43.81,20.36M,2.50%
2016-05-25,43.92,43.58,44.27,43.3,15.66M,0.78%
2016-05-24,43.58,43.32,43.75,43.04,15.07M,0.79%
2016-05-23,43.24,43.97,44.52,43.17,25.51M,-1.86%
2016-05-20,44.06,43.4,44.11,43.27,45.04M,2.37%
2016-05-19,43.04,42.72,43.36,41.46,34.33M,1.92%
2016-05-18,42.23,41.83,43.06,41.55,28.09M,3.18%
2016-05-17,40.93,41.81,41.96,40.8,14.22M,-1.75%
2016-05-16,41.66,41.63,42.63,41.58,14.75M,0.34%
2016-05-13,41.52,41.56,42.24,41.34,14.11M,0.14%
2016-05-12,41.46,42.29,42.33,40.73,18.25M,-0.79%
2016-05-11,41.79,41.52,43.1,41.21,25.81M,0.12%
2016-05-10,41.74,41.51,41.89,41,20.35M,-0.10%
2016-05-09,41.78,43.14,43.23,41.36,23.88M,-2.81%
2016-05-06,42.99,42.17,43.27,41.62,28.43M,1.61%
2016-05-05,42.31,45.69,45.73,41.96,56.27M,-4.94%
2016-05-04,44.51,46.06,46.89,44.08,43.50M,-4.20%
2016-05-03,46.46,47.47,47.78,46.32,21.51M,-3.93%
2016-05-02,48.36,48.3,48.64,46.96,19.22M,0.44%
2016-04-29,48.15,49.63,49.69,47.56,27.07M,-2.81%
2016-04-28,49.54,49.97,50.69,49.49,12.59M,-1.49%
2016-04-27,50.29,50.55,51,49.88,16.03M,-0.91%
2016-04-26,50.75,50.41,51.15,49.88,16.12M,0.77%
2016-04-25,50.36,50.6,51.48,50.15,18.35M,-0.77%
2016-04-22,50.75,49.78,50.8,49.14,18.93M,2.19%
2016-04-21,49.66,49.8,50.18,49.38,13.92M,-0.66%
2016-04-20,49.99,49.25,50.73,48.3,25.97M,1.05%
2016-04-19,49.47,50.62,50.87,48.25,31.79M,-2.58%
2016-04-18,50.78,50.45,51.66,50.33,21.36M,-0.24%
2016-04-15,50.9,50.26,50.92,49.82,18.76M,1.05%
2016-04-14,50.37,50.6,51.37,50.21,20.66M,-1.06%
2016-04-13,50.91,49.7,51.1,49.47,24.63M,2.72%
2016-04-12,49.56,49.9,50.36,48.73,28.82M,-0.84%
2016-04-11,49.98,50.2,51.8,49.06,45.81M,-0.06%
2016-04-08,50.01,52.1,52.16,49.6,36.82M,-2.78%
2016-04-07,51.44,53.29,53.87,50.9,44.28M,-3.09%
2016-04-06,53.08,50.79,53.55,50.69,58.53M,3.90%
2016-04-05,51.09,48.1,51.31,48,49.74M,3.42%
2016-04-04,49.4,49.82,50.42,48.73,67.38M,3.96%
2016-04-01,47.52,48.97,49.58,46.65,79.99M,3.42%
2016-03-31,45.95,45.87,47.48,45,40.06M,1.26%
2016-03-30,45.38,47.02,47.1,45.3,20.16M,-1.41%
2016-03-29,46.03,45.98,46.48,45.07,20.07M,-0.04%
2016-03-28,46.05,46.32,46.96,45,19.63M,1.10%
2016-03-24,45.55,43.16,45.78,43,24.80M,2.31%
2016-03-23,44.52,46.47,46.95,44.41,24.74M,-4.97%
2016-03-22,46.85,47.44,47.8,46.51,21.58M,-1.70%
2016-03-21,47.66,47.07,47.98,47,26.54M,2.38%
2016-03-18,46.55,45.82,46.9,45.61,23.56M,2.80%
2016-03-17,45.28,44.29,45.7,44,18.91M,2.00%
2016-03-16,44.39,43.6,44.52,43.4,17.58M,1.65%
2016-03-15,43.67,42.85,43.79,42.3,15.90M,1.49%
2016-03-14,43.03,42.53,43.34,42.13,20.33M,3.69%
2016-03-11,41.5,41.59,41.88,41.07,16.72M,1.12%
2016-03-10,41.04,42,42.66,40.13,25.96M,-1.68%
2016-03-09,41.74,40.9,41.87,40.56,16.04M,3.01%
2016-03-08,40.52,40.7,41.5,40.44,20.89M,-1.32%
2016-03-07,41.06,39.54,41.94,39.48,26.69M,2.11%
2016-03-04,40.21,39.6,40.81,39.5,32.45M,2.71%
2016-03-03,39.15,37.66,39.48,36.84,24.15M,3.93%
2016-03-02,37.67,36.75,37.7,36.3,24.31M,1.07%
2016-03-01,37.27,38.85,39.19,36.54,33.56M,-2.92%
2016-02-29,38.39,38.48,39.27,37.84,22.49M,-79.83%
2016-02-27,190.35,190.35,190.35,190.35,5.80M,400.00%
2016-02-26,38.07,37.74,38.4,37,30.33M,1.55%
2016-02-25,37.49,35.73,37.7,35.04,28.75M,4.72%
2016-02-24,35.8,34.55,35.9,33.57,26.98M,1.02%
2016-02-23,35.44,35.23,36.35,34.74,29.92M,-0.31%
2016-02-22,35.55,34.02,35.78,33.97,25.30M,6.69%
2016-02-19,33.32,32.73,33.5,32.5,14.80M,-0.09%
2016-02-18,33.35,34.48,34.59,32.95,19.44M,-1.16%
2016-02-17,33.74,31.8,33.87,31.34,29.13M,8.73%
2016-02-16,31.03,31.74,32.59,30.82,27.97M,2.71%
2016-02-12,30.21,31,31.4,28.74,36.18M,0.40%
2016-02-11,30.09,30.4,32.65,29.4,71.26M,4.73%
2016-02-10,28.73,30.1,30.99,28.35,52.03M,-3.10%
2016-02-09,29.65,28.46,31.96,28.21,43.26M,0.17%
2016-02-08,29.6,31.42,31.43,29.2,46.56M,-8.98%
2016-02-05,32.52,34.26,34.6,31.55,47.19M,-7.27%
2016-02-04,35.07,34.14,35.2,33.4,21.93M,1.07%
2016-02-03,34.7,36.72,36.79,34.04,39.66M,-5.09%
2016-02-02,36.56,38.48,38.62,36.05,28.87M,-7.18%
2016-02-01,39.39,37.75,39.9,36.55,26.49M,3.01%
2016-01-29,38.24,37.99,38.75,37.62,14.26M,0.79%
2016-01-28,37.94,38.16,38.26,36.48,22.96M,0.88%
2016-01-27,37.61,38.48,38.65,37.15,18.09M,-2.84%
2016-01-26,38.71,39.34,39.56,37.78,24.82M,-1.45%
2016-01-25,39.28,40.01,40.71,39.18,13.49M,-3.04%
2016-01-22,40.51,40.96,41.1,39.81,15.62M,1.30%
2016-01-21,39.99,40.31,40.65,39,15.83M,0.63%
2016-01-20,39.74,39.88,40.26,38.25,29.19M,-2.93%
2016-01-19,40.94,41.74,42.09,40.16,20.19M,-0.15%
